name,voteCount,rating,address,cusine,cost,timing,lat,long
Kookie Jar,1071 votes,4.3,"42A, Rawdon Street, Loudon Street Area, Kolkata","Fast Food, North Indian",₹150,8am – 10pm (Mon-Sun),22.5445438,88.3584265
Yummy Bites,18 votes,3.2,"42A, Rawdon Street, Loudon Street Area, Kolkata","Bakery, Desserts",₹200,11am – 8pm (Mon-Sun),22.5445438,88.3584265
Nizam's,2423 votes,3.8,"23/24, Hogg Street, New Market Area, Kolkata","Biryani, Mughlai, North Indian",₹450,11:30am – 11pm (Mon-Sun),22.41594975,87.7929456
Raj Spanish Cafe,1342 votes,4.1,"7, Ground Floor, Sudder Street, New Market Area, Kolkata","Ice Cream, Beverages",₹600,8am – 10pm (Mon-Sun),22.55913785,88.35267305
Haji Saheb,964 votes,3.9,"26, Circus Avenue, Park Circus Area, Kolkata","Ice Cream, Beverages",₹800,12noon – 1am (Mon-Sun),22.542017,88.3638917
Zeeshan,1564 votes,3.9,"17, Syed Amir Ali Avenue, Park Circus Area, Kolkata","Biryani, Mughlai",₹600,12noon – 12midnight (Mon-Sun),22.5413536,88.3658615
Sunset Resto Bar Lounge,198 votes,4.4,"Lytton Hotel, 14 & 14/1, Sudder Street, New Market Area, Kolkata","Biryani, Mughlai","₹1,300","12:30pm – 12midnight (Mon, Tue, Wed, Thu, Sun)...",22.5584786,88.3523045
Dynasty Restaurant,50 votes,3.4,"Lytton Hotel, 14 & 14/1, Sudder Street, New Market Area, Kolkata","North Indian, Chinese, South Indian",₹800,"11am – 3pm, 7pm – 10:30pm (Mon-Sun)",22.5584786,88.3523045
Gaylords Restaurant,31 votes,3.3,"Lytton Hotel, 14 & 14/1, Sudder Street, New Market Area, Kolkata",Finger Food,"₹1,200",10am – 10pm (Mon-Sun),22.5584786,88.3523045
Charcoal Grill,962 votes,4,"102 A & B, Park Street, Park Circus Area, Kolkata","North Indian, Mughlai, Bengali, Chinese",₹850,12noon – 11:30pm (Mon-Sun),22.5411467,88.3677529
Stardom,243 votes,4.1,"6B, Elgin Road, Near Bhawanipore College, Elgin, Kolkata","North Indian, Mughlai, Bengali, Chinese","₹1,000","12midnight – 4am, 8am – 12midnight (Mon-Sun)",22.537541,88.35202585
New Lazeez Biryani,94 votes,3.5,"29/H/16, Linton Street, Near Bell Masjid, Park Circus Area, Kolkata","Fast Food, North Eastern, Momos",₹250,12noon – 3am (Mon-Sun),22.34059515,87.58868915
New Jai Hind Dhaba,39 votes,3,"29/H/16, Linton Street, Near Bell Masjid, Park Circus Area, Kolkata","Burger, Fast Food",₹200,12noon – 3am (Mon-Sun),22.34059515,87.58868915
The Bhoj Company,609 votes,4.1,"30A, Free School Street, New Market Area, Kolkata",Cafe,₹500,12noon – 10:30pm (Mon-Sun),22.558025,88.354224
Berezia,125 votes,4.3,"40A, AJC Bose Road, Opposite Nonapukur Tram Depot, Wellesley, Kolkata",Cafe,₹250,"12noon – 11pm (Mon),10am – 11pm (Tue-Fri),11am...",22.550121,88.3627603
Be Kebabii,259 votes,4.6,"60 A, Dr. Suresh Sarkar Road, Opposite Nihon Apartment, Puddapukur Maiden, Entally, Kolkata","North Indian, Chinese",₹300,11am – 12midnight (Mon-Sun),22.55467875,88.37031005
The Salt House,501 votes,4,"40, 6th Floor, Shakespeare Sarani, Shakespeare Point, Theatre Road, Kolkata","North Indian, Chinese","₹1,800","12noon – 11:30pm (Mon),12noon – 12midnight...",22.544095,88.358012
The Bikers Cafe,3156 votes,4.1,"31, 1st Floor, Platinum Mall, Elgin Road, Elgin, Kolkata","Chinese, North Indian, Continental","₹1,100",7:30am – 11pm (Mon-Sun),22.5377761,88.34987965
Indies,926 votes,4.3,"24A, Shakespeare Sarani, Camac Street Area, Kolkata","Chinese, North Indian, Continental",₹850,12noon – 11pm (Mon-Sun),22.5449459,88.3529897
Chittoda's Suruchee Restaurant,1096 votes,4.4,"2, Dacres Lane, Near Pearless Bhawan, Esplanade, Kolkata",Fast Food,₹300,"12noon – 9pm (Mon-Sat),Closed (Sun)",22.5663692,88.3494675
Kaidi Kitchen,1439 votes,4.1,"12A, Abanindra Nath, Thakur Sarani, Camac Street Area, Kolkata",Fast Food,"₹1,300",12noon – 11pm (Mon-Sun),22.542183,88.351298
The Chicken House,806 votes,4,"29/1, Hare Krishna Kunal Road, Entally, Kolkata","Fast Food, North Indian",₹250,"12midnight – 3:30am, 12:01pm – 12midnight (Mon...",22.34059515,87.58868915
Shaina Chicken Corner,969 votes,3.9,"1/1 Samshul Huda Road, Park Circus Area, Kolkata",Street Food,₹300,4pm – 11:30pm (Mon-Sun),22.3909989,87.32251695
Dustarkhwan Restaurant,178 votes,3.9,"6, Muzaffar Ahmed Street (Ripon Street), Wellesley, Kolkata",Cafe,₹550,12noon – 1am (Mon-Sun),22.5534621,88.356748
Junglee Cafe,44 votes,3.7,"Sukh Sadan Apartment, Acharya Jagadish Chandra Bose Road, Park Circus Area, Kolkata",Cafe,₹650,,22.54302,88.36096525
Raadium Cafe,98 votes,3.3,"Sukh Sadan Apartment, Acharya Jagadish Chandra Bose Road, Park Circus Area, Kolkata","Cafe, Spanish, Italian, Mexican, Salad, American, Beverages",₹750,5am – 1am (Mon-Sun),22.54302,88.36096525
Aaheli - The Peerless Inn,686 votes,3.9,"The Peerless Inn Hotel, 12, Jawaharlal Nehru Road, New Market Area, Kolkata","Rolls, Kebab","₹2,000","12:30pm – 3pm, 7:30pm – 11pm (Mon-Sun)",22.5625409,88.3514007
Jam House,973 votes,4.1,"1, AJC Bose Road, Near Shikshayatan College, Chowringhee, Kolkata","Rolls, Kebab","₹1,000","12midnight – 5:30am, 12:30pm – 12midnight (Mon-Sun)",22.54258805,88.34907995
Golden Bowl,440 votes,3.8,"19B, Nasiruddin Road, Near Park Circus Tram Depot, Park Circus Area, Kolkata","Fast Food, Ice Cream",₹600,12noon – 10:30pm (Mon-Sun),22.542787,88.367001
Biggies Burger 'n' More,232 votes,4.2,"6, Russel Street, Camac Street Area, Kolkata","Fast Food, Ice Cream",₹600,10:30am – 12midnight (Mon-Sun),22.5493344,88.3501546
Scoop,2727 votes,3.9,"3A, New Empire Building, Humayun Place, New Market Area, Kolkata",Biryani,"₹1,000",11am – 10pm (Mon-Sun),22.56051595,88.3515666
New Empire Bar,574 votes,3.8,"3A, New Empire Building, Humayun Place, New Market Area, Kolkata","Fast Food, Healthy Food, Sandwich, Salad",₹950,12noon – 11:30pm (Mon-Sun),22.56051595,88.3515666
Lazeez Biryani,683 votes,3.6,"1/A, Opposite Maulali Mazar, Convent Road, Park Circus Area, Kolkata",Biryani,₹300,12noon – 4am (Mon-Sun),22.3909989,87.32251695
Nafeel Restaurant,1109 votes,3.5,"2A, Congress Exhibition Row, Near Park Circus Tram Depot, Park Circus Area, Kolkata",Biryani,₹150,8am – 11pm (Mon-Sun),22.54178425,88.3665587
EDabba,262 votes,4,"3A, 1st Floor, Jawaharlal Nehru Road, Near Metro Gali, Esplanade, Kolkata",Biryani,₹300,11am – 11pm (Mon-Sun),22.56175895,88.35139305
Zaranj,835 votes,4,"26, Jawaharlal Nehru Road, Near The Indian Museum, New Market Area, Kolkata",Fast Food,"₹2,200","12noon – 3pm, 7:30pm – 11pm (Mon, Wed, Thu, Fri...",22.5601293,88.35275855
SOI - The Asian Street Kitchen,616 votes,4.3,"26, Jawaharlal Nehru Road, Near The Indian Museum, New Market Area, Kolkata","Fast Food, Healthy Food, Sandwich, Salad","₹1,200","12:30pm – 11pm (Mon, Wed, Thu, Fri, Sat, Sun)...",22.5601293,88.35275855
Fabcafe By Fabindia,104 votes,4.1,"7, Dr. U.N. Brahmachari Street, Loudon Street Area, Kolkata",Fast Food,₹900,11am – 10pm (Mon-Sun),22.5454986,88.3565599
Maharaja,71 votes,3.7,"55A, Mirza Galib Street, New Market Area, Kolkata","Fast Food, Chinese",₹200,11am – 11pm (Mon-Sun),22.5540928,88.3539816
S.N. Shaw & B.P. Shaw Eating House,Cuisines:,-,"55A, Mirza Galib Street, New Market Area, Kolkata",Biryani,₹150,11am – 11pm (Mon-Sun),22.5540928,88.3539816
Urban Tandoor,47 votes,3.8,"217, Park Street, Near 4 Bridge, Park Circus Area, Kolkata","Fast Food, Chinese",₹400,11am – 12midnight (Mon-Sun),22.5402091,88.3703082
Golden Aafreen,47 votes,3.3,"217, Park Street, Near 4 Bridge, Park Circus Area, Kolkata","North Indian, Mughlai, Chinese, Seafood",₹700,11am – 11pm (Mon-Sun),22.5402091,88.3703082
Jyoti Vihar,1037 votes,4.1,"3A/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata","Sandwich, Fast Food, Beverages",₹300,"Closed (Mon),10am – 6pm (Tue-Sun)",22.66747545,87.2645508
Goldi Snacks Centre,Cuisines:,,"3A/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata","North Indian, Chinese, Rolls",₹200,,22.66747545,87.2645508
Zikra Biryani N Shakes,16 votes,3.2,"89D, Shakespear Sarani, Circus Avenue, Near Municipal Coorporation, Park Circus Area, Kolkata","Sandwich, Fast Food, Beverages",₹300,7pm – 2:30am (Mon-Sun),22.543885,88.364327
Chauhan Victoria Vada,32 votes,3.9,"25A, Vardaan Market, Camac Street Area, Kolkata","Cafe, Fast Food, Desserts, Beverages, Sandwich, Coffee",₹300,11am – 10pm (Mon-Sun),22.5480763,88.3540406
Shibuji,168 votes,3.9,"25A, Vardaan Market, Camac Street Area, Kolkata","Biryani, Fast Food",₹150,9:30am – 11pm (Mon-Sun),22.5480763,88.3540406
K.C. Das,983 votes,4,"11A, Esplanade East, New Market Area, Kolkata","Cafe, Fast Food, Desserts, Beverages, Sandwich, Coffee",₹100,7:30am – 7:30pm (Mon-Sun),22.5606302,88.35275855
Nick 'N' Nack,326 votes,3.9,"4A, Roy Street, Elgin, Kolkata","Biryani, Fast Food",₹200,9am – 10:30pm (Mon-Sun),22.5361109,88.3521416
Laxman's,86 votes,3.9,"15 C, Sarat Bose Road, Elgin, Kolkata","Burger, Fast Food",₹300,11am – 11pm (Mon-Sun),22.5380652,88.3541258
Bismillah Stores,7 votes,3.2,"7, Ground Floor, Dedar Baksh Lane, Taltala, Kolkata","North Indian, Chinese",₹250,12noon – 11pm (Mon-Sun),22.5579637,88.3589239
I Love Haldiram,274 votes,3.7,"9, Camac Street Area, Kolkata","North Indian, Chinese",₹350,10am – 10pm (Mon-Sun),22.5435088,88.3513125
Anadi Cabin,728 votes,2.8,"9, Jawaharlal Nehru Road, New Market Area, Kolkata","Burger, American, Fast Food",₹250,11am – 9:30pm (Mon-Sun),22.5630672,88.351367
Amber,1186 votes,3.8,"11, Waterloo Street, Esplanade, Kolkata","Burger, American, Fast Food","₹1,200","12noon – 3pm, 7pm – 11pm (Mon-Sun)",22.567123,88.351737
Food Quest,24 votes,3.3,"1/2, Lord Sinha Road, Ward 63, Elgin, Kolkata","Chinese, Thai",₹150,9am – 11pm (Mon-Sun),22.3909989,87.32251695
Beefy Affair,94 votes,3.6,"Shop 24/1/1/H4, Bright Street, Park Circus Area, Kolkata","Chinese, Thai",₹300,8am – 4am (Mon-Sun),22.40370755,87.23114625
Kainat Food Corner,Cuisines:,NEW,"25, Abdul Halim Lane, Taltala, Kolkata","Bengali, North Indian, Kebab",₹200,11am – 11pm (Mon-Sun),22.556877,88.3612952
Eighty8+ Kafe,323 votes,3.9,"88, Ground Floor, Chowringhee Road, HDFC Bank Building, Near PC Chandra, Elgin, Kolkata","Bengali, North Indian, Kebab",₹800,8am – 3am (Mon-Sun),22.5389807,88.3466396
Ruchika Restaurant,284 votes,3.8,"4, Humayun Place, New Market Area, Kolkata","Chinese, North Indian",₹500,12noon – 9:30pm (Mon-Sun),22.5603933,88.3519783
Mintelaa,483 votes,3.9,"2B, Gorky Terrace, Minto Park, Kolkata","Chinese, North Indian","₹1,100",11am – 2am (Mon-Sun),22.5420777,88.3526518
South Indian Delights,Cuisines:,,"2B, Gorky Terrace, Minto Park, Kolkata",Fast Food,₹200,,22.5420777,88.3526518
Hotel Sidheshwari Ashram,208 votes,4,"19, Rani Rashmohani Road, New Market Area, Kolkata",Rolls,₹150,"9am – 4pm, 7pm – 11pm (Mon-Sun)",22.6568528,88.3585758
Aminia,3203 votes,3.8,"6A, S.N. Banerjee Road, New Market Area, Kolkata",Rolls,₹700,10:30am – 10:30pm (Mon-Sun),22.5618207,88.3526157
Russel Punjabi Dhaba,645 votes,3.7,"41, Chowringhee Road, Chowringhee, Kolkata","Bakery, Desserts, Fast Food",₹500,7am – 12:30am (Mon-Sun),22.5496318,88.3499217
NU Variety,162 votes,3.7,"1, Sarat Bose Road, Near Minto Park Crossing, Minto Park, Kolkata","Bakery, Desserts, Fast Food",₹250,9am – 9:30pm (Mon-Sun),22.54000455,88.35469115
Nepal Sweets,234 votes,4,"16B, Elgin, Kolkata",Mishti,₹200,7am – 10pm (Mon-Sun),22.5424414,88.3615482
Afza,381 votes,3.8,"Shop 82, Jhowtala Road, Park Circus Area, Kolkata",Mishti,₹500,12noon – 11pm (Mon-Sun),22.5410445,88.3648805
S.C.R.S. Project Trishna,6 votes,3.3,"5/2, Anandilal Poddar Sarani, Theatre Road, Kolkata","Rolls, Chinese",₹200,10am – 10pm (Mon-Sun),22.36852315,87.33820175
Milee Droog Cafe & Bistro,994 votes,4.3,"3, Ground Floor, Gorky Terrace, Gorky Sadan, Minto Park, Kolkata","Rolls, Chinese",₹900,10:30am – 10:30pm (Mon-Sun),22.54155495,88.35256575
Belgian Waffle Junction,238 votes,4.4,"31, Sarat Bose Road, Elgin, Kolkata",North Indian,₹500,"10:30am – 11:30pm (Mon-Thu),10:30am – 12:30am...",22.53489,88.353418
The Shake Factory,143 votes,4.7,"31, Sarat Bose Road, Elgin, Kolkata",Burger,₹400,"10:30am – 11:30pm (Mon-Thu),10:30am – 12:20am...",22.53489,88.353418
Fries Before Guys,184 votes,4.6,"31, Sarat Bose Road, Elgin, Kolkata","Mishti, Fast Food, South Indian",₹400,12noon – 12:30am (Mon-Sun),22.53489,88.353418
Fast N Fresh,20 votes,3.2,"B/24/1/1/h/6, Bright Street, Park Circus Area, Kolkata",North Indian,₹300,11am – 12midnight (Mon-Sun),22.40283305,87.3079386
The City Wok,Cuisines:,NEW,"12, Opposite Bellevue Hospital, Loudon Street Area, Kolkata","Desserts, Beverages",₹600,11:30am – 10:30pm (Mon-Sun),22.54273725,88.35551485
Delish Dhaba,748 votes,3.5,"24 B, Syed Amir Ali Avenue, Opposite Quest Mall, Park Circus Area, Kolkata","Desserts, Beverages",₹700,12noon – 4:30am (Mon-Sun),22.5389519,88.3657538
New Arafat Restaurant & Caterer,413 votes,3.8,"75 B, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","Rolls, Biryani",₹350,10am – 11pm (Mon-Sun),22.5560019,88.3574211
Kasturi Restaurant,1080 votes,4,"7A, Mustaque Ahmed Street, New Market Area, Kolkata","Rolls, Biryani",₹500,11am – 11pm (Mon-Sun),22.5566949,88.3549291
Drunken Monkey,195 votes,4,"Ground Floor, 2/5, Sarat Bose Road, Sukh Sagar Building, Minto Park, Kolkata","North Indian, Chinese",₹350,"8am – 12midnight (Mon-Sat),8:30am – 12midnight...",22.61626415,87.8804188
WBFC,449 votes,3.7,43B ripon street Kolkata,"North Indian, Chinese",₹300,12noon – 4am (Mon-Sun),22.5532639,88.3618774
Cadiz,Cuisines:,NEW,"234/3A, Acharya Jagadish Chandra Bose Rd, Minto Park, Kolkata","North Indian, Mughlai, Fast Food, Beverages",₹900,12noon – 3am (Mon-Sun),22.92744065,87.8233631
Krishna Kant Sharma Fuchka Wala,14 votes,3.3,"25A, Camac Street, Vardaan Market, Camac Street Area, Kolkata","North Indian, Mughlai, Fast Food, Beverages",₹100,12noon – 9:30pm (Mon-Sun),22.54823455,88.35400495
Saiqa Restaurant,399 votes,3.6,"36, Beck Bagan Row, Lower Range, Park Circus Area, Kolkata","Fast Food, Desserts",₹200,7am – 2am (Mon-Sun),22.5398265,88.3616201
Nahoum and Sons,1699 votes,4.2,"F47, Hogg Market, New Market Area, Kolkata","Fast Food, Desserts",₹300,"9:30am – 8pm (Mon-Fri),9:30am – 7pm (Sat),9:30am...",22.5601042,88.3529165
Casa Kitchen,983 votes,3.9,"234/1, Hotel Casa Fortuna, A.J.C. Bose Road, Minto Park, Kolkata","Biryani, Mughlai","₹1,200",7am – 11pm (Mon-Sun),22.92744065,87.8233631
Jashoda Mistanna Bhandar,127 votes,3.8,"50/1, S.N  Banerjee Road, Taltala, Kolkata","Biryani, Mughlai",₹200,6am – 9:30pm (Mon-Sun),22.59687205,87.32743455
Bhojohori Manna,679 votes,3.5,"11A, Sido Kanhu Dahar, Esplanade, Kolkata",Bengali,₹700,12noon – 10pm (Mon-Sun),22.5653386,88.3515934
Cafe Monte Carlo,100 votes,3.7,"3/1, Mangoe Lane, Esplanade, Kolkata",Bengali,₹700,11am – 10:30pm (Mon-Sun),22.3869849,87.26558225
Blue Sky Cafe,1193 votes,4.1,"3, Sudder Street, New Market Area, Kolkata","Beverages, Juices, Fast Food",₹650,8am – 10pm (Mon-Sun),22.5581322,88.3530975
Tmk Kitchen’s,31 votes,3.4,"29/1, Hare Krishna, Konar Road, Park Circus Area, Kolkata","Beverages, Juices, Fast Food",₹300,12noon – 11pm (Mon-Sun),22.34059515,87.58868915
Rayyan Chinese Flavour,128 votes,3.8,"6A, Muzaffar Ahmed Street, Taltala, Kolkata","Biryani, Mughlai, Afghan",₹300,11am – 4am (Mon-Sun),22.5534868,88.3568503
The Hot Kati Roll,47 votes,3.4,"6A, Muzaffar Ahmed Street, Taltala, Kolkata","Italian, North Indian, Chinese, Desserts",₹200,12noon – 4am (Mon-Sun),22.5534868,88.3568503
Rayyan Biryani,1109 votes,3.4,"6A, Muzaffar Ahmed Street, Taltala, Kolkata","Biryani, Bengali",₹300,11am – 4am (Mon-Sun),22.5534868,88.3568503
Combo King,Cuisines:,-,"6A, Muzaffar Ahmed Street, Taltala, Kolkata","North Indian, Mughlai, Chinese, Biryani, Ice Cream, Beverages",₹500,11am – 11pm (Mon-Sun),22.5534868,88.3568503
China Hut,55 votes,3.6,"P-23, Ground Floor, Scheme 55, CIT Road, Park Circus Area, Kolkata","Biryani, Mughlai, Afghan",₹500,12noon – 10:30pm (Mon-Sun),22.5497045,88.3711906
Taj Biryani & Restaurant,44 votes,3.3,"114, Lenin Sarani, Moulali Crossing, Near CBSE Office, Taltala, Kolkata","Hyderabadi, North Indian",₹300,11:30am – 4am (Mon-Sun),22.5613306,88.3667867
Tewari Confectioners,182 votes,3.8,"233/5, A.J.C. Bose Road, Kandhari House, Minto Park, Kolkata","Hyderabadi, North Indian",₹200,7:30am – 8:30pm (Mon-Sun),22.52758915,88.4125483
ATS Arun Dhaba,583 votes,3.7,"27, Shakespeare Sarani, Outram Street, Theatre Road, Kolkata",Chinese,₹350,9:30am – 11pm (Mon-Sun),22.544981,88.35574
Naaz Snacks,12 votes,3.2,"30/H/3, Linton Street, Park Circus Area, Kolkata",Chinese,₹300,9am – 11pm (Mon-Sun),22.25954505,87.8382239
Nawaazish,49 votes,3.8,"3, Doctor Biresh Guha Street, Park Circus Area, Kolkata","North Indian, South Indian, Chinese",₹600,12:30pm – 11:30pm (Mon-Sun),22.53916435,88.37114375
Shaan E Ayan,52 votes,3.6,"4, Nawab Abdul Latif Street, Taltala, Kolkata","North Indian, South Indian, Chinese",₹350,1pm – 4am (Mon-Sun),22.5552407,88.3614726
Al Baik Biryani & Fast Food Centre,73 votes,3.3,"1A, Convent Road, Near Maula Ai Mazar, Park Circus Area, Kolkata","Fast Food, North Indian",₹400,12noon – 12midnight (Mon-Sun),22.5606517,88.369696
Aura - Sky Bar & Brewhouse,169 votes,3.9,"Aauris Hotel, 4 Robinson Street, Theatre Road, Kolkata",Burger,"₹2,000","4pm – 12midnight (Mon, Tue, Wed, Thu, Sun), 4pm...",22.5460115,88.3580748
The Rouge,730 votes,4,"222, Circular Mansion, AJC Bose Road, Park Circus Area, Kolkata","Rolls, Fast Food",₹400,9am – 10:30pm (Mon-Sun),22.5413442,88.3595729
Kyra Kitchen,Cuisines:,NEW,"7, AJC Bose Road, Opposite Thrimurti Petrol Pump, Park Circus Area, Kolkata","Rolls, Fast Food",₹500,1pm – 11pm (Mon-Sun),22.5433573,88.3600605
Green Olive,11 votes,3.2,"1, Suhrawardy Avenue, Kolkata Municipal Corporation, Park Circus Area, Kolkata",Cafe,₹500,12noon – 3am (Mon-Sun),22.5437387,88.3664692
Aqua Java,222 votes,3.4,"8/2 Loudon Street, Near Belle Vue Clinic, Loudon Street Area, Kolkata","North Indian, Chinese",₹750,"8am – 1am (Mon, Tue, Wed, Thu, Fri, Sun), 9am –...",22.3892571,87.284103
Meraz Fast Food,6 votes,3,"20, Bright Street, Near Kafan Shop, Park Circus Area, Kolkata","North Indian, Chinese",₹150,12noon – 1am (Mon-Sun),22.5421275,88.36633255
Hongkong Fried Chicken,Cuisines:,NEW,"32, Surendra Nath Banerjee Road, Taltala, Kolkata","Italian, Fast Food, Desserts, Beverages",₹300,12noon – 10pm (Mon-Sun),22.5615239,88.3574201
Rush'R,96 votes,3.4,"9C, Lord Sinha Road, Chowringhee, Kolkata","North Indian, Bengali, Mughlai",₹700,9am – 4am (Mon-Sun),22.5422794,88.3487861
Lazeez,816 votes,3.7,"83, Chowringhee Road, Elgin, Kolkata","North Indian, Bengali, Mughlai",₹500,11am – 10:30pm (Mon-Sun),22.5486154,88.3485746
Vien,79 votes,3.8,"34 B, Shakespeare Sarani, Ward 63, Theatre Road, Kolkata",Burger,₹100,7am – 8:30pm (Mon-Sun),22.5446121,88.3563286
Cloud Kitchen,226 votes,4.1,"60/1, Chowringhee, Kolkata",Burger,₹750,12noon – 11pm (Mon-Sun),22.40598525,87.3227899
Sweetish House Mafia,44 votes,3.8,"10/3, Forum Courtyard (Basement), Elgin Road, Elgin, Kolkata","Mishti, Fast Food, South Indian",₹300,10am – 10pm (Mon-Sun),22.4227349,87.3274869
Hooky Dooky,Cuisines:,,"53, Syed Amir Ali Avenue, Park Circus Area, Kolkata","Asian, Chinese",₹500,,22.5359281,88.3651031
Arun Tea Stall,467 votes,4.1,"25/1, Shakespeare Sarani, Theatre Road, Kolkata","Asian, Chinese",₹100,7am – 10pm (Mon-Sun),22.23523325,87.55581335
7 Point Family Restaurant,19 votes,3.4,"6, Fazlul Haque Sarani, Park Circus Area, Kolkata",Healthy Food,₹500,11am – 11pm (Mon-Sun),22.540764,88.366575
Hira Restaurant & Caterer,Cuisines:,-,"6, Fazlul Haque Sarani, Park Circus Area, Kolkata",Fast Food,₹200,2pm – 10pm (Mon-Sun),22.540764,88.366575
Anna's Kitchen,24 votes,3.6,"3B, Short Street, Opposite St. Xavier Back Gate, Theatre Road, Kolkata",Healthy Food,₹300,"8am – 8pm (Mon-Sat),Closed (Sun)",22.5476495,88.3555138
